,price,area_total,area_util,quarto,banheiro,vaga,bairro
1992,R$ 330.000,34 m² área total,34 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Brooklin Paulista
1993,R$ 270.000,60 m² área total,30 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardim Paulista
1994,R$ 205.000,65 m² área total,36 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Consolação
1995,R$ 315.000,27 m² área total,27 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardins
1996,R$ 245.000,31 m² área total,31 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardim Paulista
1997,R$ 650.000,45 m² área total,45 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Vila Nova Conceição
1998,R$ 510.000,29 m² área total,29 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Itaim Bibi
1999,R$ 480.000,80 m² área total,70 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Vila Mascote
2000,R$ 590.000,43 m² área total,43 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Jardins
2001,R$ 900.000,120 m² área total,50 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Cerqueira César
2002,R$ 650.000,45 m² área total,45 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Moema
2003,R$ 1.160.000,62 m² área total,62 m² área útil,2 Quartos,2 Banheiros,2 Vagas,<span> Jardins
2004,R$ 99.999,60 m² área total,50 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Jardim Raposo Tavares
2005,R$ 470.000,98 m² área total,58 m² área útil,2 Quartos,2 Banheiros,1 Vaga,<span> Vila Guarani
2006,R$ 525.000,12 m² área total,12 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardins
2007,R$ 230.000,27 m² área total,27 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Moema
2008,R$ 1.600.000,140 m² área total,140 m² área útil,3 Quartos,4 Banheiros,2 Vagas,<span> Perdizes
2009,R$ 1.500.000,79 m² área total,79 m² área útil,2 Quartos,2 Banheiros,2 Vagas,<span> Jardins
2010,R$ 490.000,90 m² área total,45 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Moema
2011,R$ 520.000,55 m² área total,55 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Vila Olímpia
2012,R$ 290.000,60 m² área total,23 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardins
2013,R$ 200.000,70 m² área total,29 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Brooklin
2014,R$ 760.000,120 m² área total,65 m² área útil,2 Quartos,1 Banheiro,2 Vagas,<span> Jardins
2015,R$ 695.000,75 m² área total,75 m² área útil,3 Quartos,2 Banheiros,2 Vagas,<span> Pompéia
2016,R$ 1.600.000,67 m² área total,67 m² área útil,3 Quartos,2 Banheiros,2 Vagas,<span> Itaim Bibi
2017,R$ 320.000,33 m² área total,33 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardins
2018,R$ 430.000,28 m² área total,28 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Vila Olímpia
2019,R$ 525.000,80 m² área total,29 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Itaim Bibi
2020,R$ 310.000,34 m² área total,34 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Brooklin Paulista
2021,R$ 235.000,31 m² área total,31 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardim Paulista
2022,R$ 310.000,75 m² área total,62 m² área útil,2 Quartos,2 Banheiros,1 Vaga,<span> Vila Santa Catarina
2023,R$ 240.000,300 m² área total,33 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Moema
2024,R$ 570.000,130 m² área total,90 m² área útil,0 Quartos,2 Banheiros,2 Vagas,<span> Vila Suzana
2025,R$ 265.000,65 m² área total,29 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Itaim Bibi
2026,R$ 330.000,50 m² área total,47 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Liberdade
2027,R$ 1.200.000,74 m² área total,74 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Vila Nova Conceição
2028,R$ 1.720.000,142 m² área total,142 m² área útil,4 Quartos,4 Banheiros,2 Vagas,<span> Perdizes
2029,R$ 470.000,46 m² área total,46 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Barra Funda
2030,R$ 980.000,180 m² área total,126 m² área útil,4 Quartos,3 Banheiros,2 Vagas,<span> Vila Romana
2031,R$ 1.600.000,200 m² área total,160 m² área útil,3 Quartos,4 Banheiros,2 Vagas,<span> Santa Cecília
2032,R$ 390.000,32 m² área total,32 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Moema
2033,R$ 220.000,48 m² área total,48 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Vila Pereira Cerca
2034,R$ 179.000,54 m² área total,54 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Jardim Francisco Mendes
2035,R$ 2.970.000,165 m² área total,165 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Moema
2036,R$ 899.000,102 m² área total,102 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Ipiranga
2037,R$ 340.000,65 m² área total,33 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Moema
2038,R$ 1.300.000,56 m² área total,46 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Pinheiros
2039,R$ 485.000,60 m² área total,26 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Itaim Bibi
2040,R$ 950.000,146 m² área total,146 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Tatuapé
2041,R$ 170.000,29 m² área total,29 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardim Aeroporto
2042,R$ 6.900.000,950 m² área total,520 m² área útil,4 Quartos,5 Banheiros,5 Vagas,<span> Moema
2043,R$ 1.200.000,120 m² área total,120 m² área útil,3 Quartos,2 Banheiros,3 Vagas,<span> Moema
2044,R$ 365.000,32 m² área total,32 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardins
2045,R$ 440.000,34 m² área total,34 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardins
2046,R$ 380.000,65 m² área total,31 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardim Paulista
2047,R$ 280.000,25 m² área total,25 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Vila Olímpia
2048,R$ 470.000,54 m² área total,54 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Brooklin Novo
2049,R$ 398.000,70 m² área total,54 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Santa Cecília
2050,R$ 2.650.000,300 m² área total,196 m² área útil,3 Quartos,5 Banheiros,3 Vagas,<span> Perdizes
2051,R$ 1.550.000,109 m² área total,109 m² área útil,2 Quartos,2 Banheiros,2 Vagas,<span> Brooklin
2052,R$ 260.000,29 m² área total,29 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Brooklin
2053,R$ 480.000,50 m² área total,50 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Moema
2054,R$ 998.000,89 m² área total,89 m² área útil,3 Quartos,2 Banheiros,1 Vaga,<span> Moema
2055,R$ 340.000,36 m² área total,36 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Moema
2056,R$ 260.000,76 m² área total,56 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Jardim Miriam
2057,R$ 235.000,29 m² área total,29 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Santo Amaro
2058,R$ 320.000,80 m² área total,31 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Perdizes
2059,R$ 625.400,56 m² área total,46 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Cidade Monç
2060,R$ 320.000,33 m² área total,33 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Moema
2061,R$ 1.300.000,268 m² área total,132 m² área útil,4 Quartos,5 Banheiros,2 Vagas,<span> Alto da Lapa
2062,R$ 720.000,35 m² área total,35 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Consolação
2063,R$ 1.350.000,163 m² área total,163 m² área útil,4 Quartos,5 Banheiros,3 Vagas,<span> Campo Grande
2064,R$ 600.000,40 m² área total,40 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardins
2065,R$ 260.000,33 m² área total,33 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Moema
2066,R$ 735.000,52 m² área total,52 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Itaim Bibi
2067,R$ 470.000,45 m² área total,45 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Itaim Bibi
2068,R$ 900.000,90 m² área total,90 m² área útil,2 Quartos,2 Banheiros,2 Vagas,<span> Jardim Paulista
2069,R$ 445.000,64 m² área total,64 m² área útil,3 Quartos,1 Banheiro,1 Vaga,<span> Parque São Domingos
2070,R$ 320.000,200 m² área total,33 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardins
2071,R$ 1.100.000,144 m² área total,118 m² área útil,3 Quartos,3 Banheiros,1 Vaga,<span> Cerqueira César
2072,R$ 615.000,65 m² área total,65 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Vila Nova Conceição
2073,R$ 1.200.000,250 m² área total,155 m² área útil,3 Quartos,4 Banheiros,3 Vagas,<span> Butantã
2074,R$ 395.000,75 m² área total,75 m² área útil,3 Quartos,2 Banheiros,2 Vagas,<span> Jardim Ester
2075,R$ 778.800,110 m² área total,76 m² área útil,3 Quartos,1 Banheiro,2 Vagas,<span> Vila Pompéia
2076,R$ 430.000,74 m² área total,74 m² área útil,2 Quartos,1 Banheiro,3 Vagas,<span> Campos Elíseos
2077,R$ 280.000,78 m² área total,58 m² área útil,2 Quartos,1 Banheiro,2 Vagas,<span> Vila Andrade
2078,R$ 815.000,150 m² área total,73 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Itaim Bibi
2079,R$ 265.000,29 m² área total,29 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Itaim Bibi
2080,R$ 715.000,72 m² área total,72 m² área útil,3 Quartos,2 Banheiros,2 Vagas,<span> Vila Monte Alegre
2081,R$ 410.000,45 m² área total,45 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardins
2082,R$ 1.450.000,180 m² área total,102 m² área útil,2 Quartos,3 Banheiros,2 Vagas,<span> Itaim Bibi
2083,R$ 2.700.000,194 m² área total,194 m² área útil,3 Quartos,5 Banheiros,4 Vagas,<span> Campo Belo
2084,R$ 470.000,31 m² área total,31 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Itaim Bibi
2085,R$ 530.000,47 m² área total,37 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Planalto Paulista
2086,R$ 4.400.000,222 m² área total,222 m² área útil,3 Quartos,4 Banheiros,4 Vagas,<span> Moema
2087,R$ 2.690.000,171 m² área total,171 m² área útil,3 Quartos,5 Banheiros,3 Vagas,<span> Moema
2088,R$ 450.000,65 m² área total,65 m² área útil,3 Quartos,2 Banheiros,1 Vaga,<span> Parque São Domingos
2089,R$ 510.000,50 m² área total,50 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Moema
2090,R$ 360.000,100 m² área total,42 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardins
2091,R$ 680.000,63 m² área total,63 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Pinheiros
2092,R$ 1.250.000,164 m² área total,65 m² área útil,2 Quartos,2 Banheiros,2 Vagas,<span> Jardim Paulista
2093,R$ 1.160.000,120 m² área total,120 m² área útil,3 Quartos,2 Banheiros,2 Vagas,<span> Moema
2094,R$ 290.000,60 m² área total,23 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardins
2095,R$ 629.000,51 m² área total,51 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Vila Mariana
2096,R$ 270.000,65 m² área total,28 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Consolação
2097,R$ 280.000,65 m² área total,29 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardins
2098,R$ 750.000,43 m² área total,43 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Vila Olímpia
2099,R$ 899.000,133 m² área total,106 m² área útil,3 Quartos,2 Banheiros,2 Vagas,<span> Vila Pompéia
2100,R$ 620.000,57 m² área total,57 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Barra Funda
2101,R$ 495.000,42 m² área total,42 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Vila Olímpia
2102,R$ 250.000,37 m² área total,37 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Bela Vista
2103,R$ 340.000,80 m² área total,28 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Cerqueira César
2104,R$ 720.000,60 m² área total,60 m² área útil,1 Quarto,2 Banheiros,2 Vagas,<span> Paraíso
2105,R$ 700.000,128 m² área total,128 m² área útil,3 Quartos,3 Banheiros,3 Vagas,<span> Saúde
2106,R$ 270.000,80 m² área total,60 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Vila Constança
2107,R$ 840.000,94 m² área total,94 m² área útil,3 Quartos,2 Banheiros,2 Vagas,<span> Ipiranga
2108,R$ 390.000,32 m² área total,32 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Moema
2109,R$ 835.000,40 m² área total,40 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Vila Nova Conceição
2110,R$ 250.000,37 m² área total,37 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Bela Vista
2111,R$ 1.270.000,135 m² área total,135 m² área útil,3 Quartos,4 Banheiros,2 Vagas,<span> Jardim Marajoara
2112,R$ 350.000,63 m² área total,63 m² área útil,3 Quartos,1 Banheiro,1 Vaga,<span> Vila Firmiano Pinto
2113,R$ 288.000,14 m² área total,14 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Bela Vista
2114,R$ 210.000,50 m² área total,50 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Pirituba
2115,R$ 2.350.000,160 m² área total,160 m² área útil,3 Quartos,3 Banheiros,3 Vagas,<span> Moema
2116,R$ 424.000,70 m² área total,38 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Itaim Bibi
2117,R$ 371.000,55 m² área total,45 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardim Paulista
2118,R$ 340.000,32 m² área total,32 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Pinheiros
2119,R$ 850.000,95 m² área total,94 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Bela Vista
2120,R$ 680.000,70 m² área total,70 m² área útil,1 Quarto,1 Banheiro,2 Vagas,<span> Jardins
2121,R$ 475.000,70 m² área total,31 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Chácara Santo Antônio
2122,R$ 475.000,80 m² área total,38 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Moema
2123,R$ 380.000,65 m² área total,28 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardins
2124,R$ 498.000,95 m² área total,65 m² área útil,3 Quartos,2 Banheiros,1 Vaga,<span> Jardim Aeroporto
2125,R$ 920.000,200 m² área total,80 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Alto da Lapa
2126,R$ 280.000,28 m² área total,28 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardins
2127,R$ 413.000,36 m² área total,36 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Itaim Bibi
2128,R$ 440.000,73 m² área total,73 m² área útil,2 Quartos,2 Banheiros,2 Vagas,<span> Jaguaré
2129,R$ 508.000,137 m² área total,70 m² área útil,3 Quartos,2 Banheiros,2 Vagas,<span> Aclimação
2130,R$ 980.000,106 m² área total,106 m² área útil,3 Quartos,3 Banheiros,3 Vagas,<span> Vila Guarani
2131,R$ 745.000,120 m² área total,55 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Vila Olímpia
2132,R$ 989.000,98 m² área total,98 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Alto da Boa Vista
2133,R$ 365.000,32 m² área total,32 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Consolação
2134,R$ 150.000,42 m² área total,32 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Campos Elíseos
2135,R$ 1.550.000,210 m² área total,130 m² área útil,2 Quartos,3 Banheiros,3 Vagas,<span> Perdizes
2136,R$ 960.000,100 m² área total,92 m² área útil,1 Quarto,1 Banheiro,2 Vagas,<span> Sumaré
2137,R$ 690.000,65 m² área total,65 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardim Paulista
2138,R$ 370.000,41 m² área total,41 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Saúde
2139,R$ 630.000,120 m² área total,98 m² área útil,3 Quartos,4 Banheiros,2 Vagas,<span> Vila Mascote
2140,R$ 270.000,66 m² área total,28 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardins
2141,R$ 850.000,80 m² área total,80 m² área útil,2 Quartos,2 Banheiros,1 Vaga,<span> Pinheiros
2142,R$ 400.000,45 m² área total,45 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Vila Nova Conceição
2143,R$ 283.000,30 m² área total,30 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Cerqueira César
2144,R$ 340.000,70 m² área total,36 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Saúde
2145,R$ 690.000,65 m² área total,65 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardim Paulista
2146,R$ 1.680.000,181 m² área total,137 m² área útil,3 Quartos,4 Banheiros,3 Vagas,<span> Perdizes
2147,R$ 310.000,80 m² área total,30 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Vila Olímpia
2148,R$ 525.000,120 m² área total,18 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardins
2149,R$ 745.000,60 m² área total,60 m² área útil,2 Quartos,1 Banheiro,2 Vagas,<span> Brooklin
2150,R$ 5.000.000,416 m² área total,316 m² área útil,3 Quartos,4 Banheiros,4 Vagas,<span> Higien
2151,R$ 800.000,131 m² área total,131 m² área útil,3 Quartos,2 Banheiros,1 Vaga,<span> Vila Leopoldina
2152,R$ 636.000,65 m² área total,55 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Moema
2153,R$ 800.000,200 m² área total,68 m² área útil,2 Quartos,2 Banheiros,2 Vagas,<span> Jardins
2154,R$ 495.000,80 m² área total,25 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardim Paulistano
2155,R$ 540.000,70 m² área total,29 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Itaim Bibi
2156,R$ 350.000,54 m² área total,54 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Limão
2157,R$ 1.850.000,172 m² área total,172 m² área útil,4 Quartos,4 Banheiros,3 Vagas,<span> Vila Romana
2158,R$ 650.000,180 m² área total,86 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Chácara Santo Antônio
2159,R$ 440.000,35 m² área total,35 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardins
2160,R$ 890.000,150 m² área total,110 m² área útil,2 Quartos,2 Banheiros,2 Vagas,<span> Mooca
2161,R$ 250.000,30 m² área total,30 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Moema
2162,R$ 410.000,40 m² área total,40 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardim Paulista
2163,R$ 1.250.000,120 m² área total,120 m² área útil,2 Quartos,2 Banheiros,2 Vagas,<span> Itaim Bibi
2164,R$ 288.000,53 m² área total,53 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Pirituba
2165,R$ 300.000,75 m² área total,62 m² área útil,2 Quartos,2 Banheiros,1 Vaga,<span> Vila Santa Catarina
2166,R$ 1.300.000,110 m² área total,110 m² área útil,3 Quartos,1 Banheiro,2 Vagas,<span> Jardim Paulista
2167,R$ 1.800.000,190 m² área total,190 m² área útil,4 Quartos,5 Banheiros,4 Vagas,<span> Santana
2168,R$ 360.000,39 m² área total,39 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardins
2169,R$ 300.000,80 m² área total,30 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Cerqueira César
2170,R$ 240.000,32 m² área total,32 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Moema
2171,R$ 525.000,54 m² área total,54 m² área útil,2 Quartos,2 Banheiros,2 Vagas,<span> Brooklin
2172,R$ 837.400,102 m² área total,92 m² área útil,3 Quartos,1 Banheiro,2 Vagas,<span> Vila Olímpia
2173,R$ 2.480.000,320 m² área total,185 m² área útil,3 Quartos,5 Banheiros,4 Vagas,<span> Perdizes
2174,R$ 365.000,65 m² área total,29 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Itaim Bibi
2175,R$ 530.000,48 m² área total,38 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardim Paulista
2176,R$ 652.000,130 m² área total,88 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Vila Romana
2177,R$ 1.350.000,38 m² área total,38 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Pinheiros
2178,R$ 750.000,120 m² área total,70 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Pompéia
2179,R$ 320.000,30 m² área total,30 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardim Europa
2180,R$ 380.000,41 m² área total,41 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardins
2181,R$ 510.000,90 m² área total,50 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Moema
2182,R$ 989.000,110 m² área total,110 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Vila Guarani
2183,R$ 300.000,42 m² área total,42 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Cerqueira César
2184,R$ 280.000,60 m² área total,28 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardins
2185,R$ 420.000,31 m² área total,31 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Itaim Bibi
2186,R$ 2.000.000,258 m² área total,178 m² área útil,4 Quartos,1 Banheiro,3 Vagas,<span> Perdizes
2187,R$ 800.000,125 m² área total,75 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Jardim Paulista
2188,R$ 5.088.000,302 m² área total,187 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Cerqueira César
2189,R$ 415.000,32 m² área total,32 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardins
2190,R$ 660.000,56 m² área total,56 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Jardins
2191,R$ 365.000,32 m² área total,32 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Consolação
2192,R$ 970.000,106 m² área total,84 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Pinheiros
2193,R$ 455.000,48 m² área total,48 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardins
2194,R$ 552.000,83 m² área total,63 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Vila Guarani
2195,R$ 1.380.000,74 m² área total,74 m² área útil,2 Quartos,2 Banheiros,1 Vaga,<span> Jardim Paulista
2196,R$ 680.000,70 m² área total,70 m² área útil,1 Quarto,1 Banheiro,2 Vagas,<span> Jardins
2197,R$ 820.121,130 m² área total,79 m² área útil,3 Quartos,2 Banheiros,2 Vagas,<span> Aclimação
2198,R$ 330.000,29 m² área total,29 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Cerqueira César
2199,R$ 225.000,29 m² área total,29 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Pinheiros
2200,R$ 1.499.000,130 m² área total,130 m² área útil,4 Quartos,4 Banheiros,2 Vagas,<span> Vila Romana
2201,R$ 800.000,96 m² área total,76 m² área útil,3 Quartos,2 Banheiros,2 Vagas,<span> Pompéia
2202,R$ 298.000,60 m² área total,60 m² área útil,2 Quartos,2 Banheiros,1 Vaga,<span> Vila Santa Catarina
2203,R$ 3.400.000,230 m² área total,230 m² área útil,4 Quartos,2 Banheiros,4 Vagas,<span> Jardim Paulista
2204,R$ 6.650.000,574 m² área total,347 m² área útil,3 Quartos,5 Banheiros,5 Vagas,<span> Higien
2205,R$ 370.000,32 m² área total,32 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Perdizes
